ID	protein_product	biological_class	mRNA_expression	protein_expression	length	GC
VNG_1034H	uncharacterized protein	Function unknown	2.9687618936970623	2.3250373586110906	429	0.6526806526806527
VNG_1035C	GMC family oxidoreductase	Amino acid transport and metabolism	NA	NA	1590	0.7157232704402515
VNG_1036H	LacC domain protein	Carbohydrate transport and metabolism	NA	NA	519	0.7052023121387283
VNG_1037G	fumarylacetoacetase family protein	Secondary metabolites biosynthesis, transport and catabolism	2.0719235599451222	1.8136349965479202	744	0.7150537634408602
VNG_1038C	metal-dependent hydrolase domain protein	General function prediction only	3.2985218624350137	2.5344856570494008	723	0.6721991701244814
VNG_1039H	uncharacterized protein	Function unknown	NA	NA	543	0.5966850828729282
VNG_1041H	spurious ORF	Function unknown	NA	NA	615	0.6666666666666666
VNG_1042H	uncharacterized protein	Function unknown	2.6942993648186144	2.509435649400801	453	0.6887417218543046
VNG_1046H	uncharacterized protein	Function unknown	2.554807356830404	2.5711464723845827	294	0.6632653061224489
VNG_1047H	uncharacterized protein	Function unknown	2.80208696359791	2.9779863930129853	147	0.6258503401360545
VNG_1048G	UDP-glucose 6-dehydrogenase AglM	Cell wall/membrane/envelope biogenesis	3.1671671876675247	3.752348865808186	1281	0.6947697111631538
VNG_1050H	TRAM domain protein	Posttranslational modification, protein turnover, chaperones	2.095676588890928	1.5689512776069787	351	0.6809116809116809
VNG_1052H	beta-lactamase domain protein	General function prediction only	2.6460386921563206	2.743517094779506	687	0.7001455604075691
VNG_1053G	dolichyl-phosphate glucosyltransferase AglJ	Cell wall/membrane/envelope biogenesis	2.633913531197695	2.5674840265107477	918	0.6568627450980392
VNG_1054G	probable flippase AglR	Cell wall/membrane/envelope biogenesis	NA	NA	1428	0.5980392156862745
VNG_1055G	UTP--glucose-1-phosphate uridylyltransferaseAglF	Cell wall/membrane/envelope biogenesis	2.8234379518804817	3.202237010103469	723	0.5975103734439834
VNG_1056C	AlkP-core domain protein	Inorganic ion transport and metabolism	2.8594378976730512	1.9654258176358983	981	0.5779816513761468
VNG_1057C	AlkP-core domain protein	Inorganic ion transport and metabolism	2.869458940309325	2.4446688148384736	1359	0.5754231052244297
VNG_1058H	AglQ family protein	Cell wall/membrane/envelope biogenesis	3.170203771020318	2.282190087609889	1119	0.5692582663092046
VNG_1059C	probable glycosyltransferase, type 1	Cell wall/membrane/envelope biogenesis	2.2378500637922896	NA	1197	0.5605680868838764
VNG_1060H	FkbM family methyltransferase	Secondary metabolites biosynthesis, transport and catabolism	1.8813672417492633	1.4634742631858764	786	0.5725190839694656
VNG_1062G	glycosyltransferase AglE	Function unknown	NA	NA	900	0.5655555555555556
VNG_1063H	uncharacterized protein	Inorganic ion transport and metabolism	2.0582241620750135	2.0669207722872995	1017	0.5791543756145526
VNG_1064H	uncharacterized protein	Function unknown	NA	NA	1341	0.5913497390007457
VNG_1065C	probable hexuronic acid methyltransferase	Secondary metabolites biosynthesis, transport and catabolism	NA	NA	762	0.5485564304461942
VNG_1066C	glycosyltransferase AglI	Function unknown	NA	NA	909	0.594059405940594
VNG_1067G	glucuronosyltransferase AglG	Cell wall/membrane/envelope biogenesis	2.9417012785881322	2.593924341261443	939	0.6474973375931843
VNG_1068G	dolichyl-monophosphooligosaccharide--proteinglycotransferase AglB	Cell wall/membrane/envelope biogenesis	2.9285259073262586	3.262816618333854	3264	0.6737132352941176
VNG_1069C	DUF368 family protein	Function unknown	NA	NA	942	0.7229299363057324
VNG_1070G	glycerol-3-phosphate dehydrogenase subunit A	Function unknown	2.0212458580251886	2.241865376227954	1212	0.7318481848184818
VNG_1071G	transcription initiation factor TFE beta subunit	Transcription	3.1994600788714758	3.176438673281055	357	0.6246498599439776
VNG_1073G	o-succinylbenzoate--CoA ligase	Lipid transport and metabolism	1.6894513181800361	2.518233837992827	1482	0.757085020242915
VNG_1074G	o-succinylbenzoate synthase	Cell wall/membrane/envelope biogenesis	1.8044684466267318	2.0873930717811287	996	0.7520080321285141
VNG_1075G	1,4-dihydroxy-2-naphthoatepolyprenyltransferase	Coenzyme transport and metabolism	2.2753220409400376	1.7548595043201487	936	0.7083333333333334
VNG_1077G	compatible solute transport protein (probablesubstrate choline/glycine betaine)	Cell wall/membrane/envelope biogenesis	NA	NA	1635	0.6856269113149847
VNG_1079G	1,4-dihydroxy-2-naphthoyl-CoA synthase	Coenzyme transport and metabolism	2.5392390964633833	2.7729827023933313	915	0.6939890710382514
VNG_1081G	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase	Coenzyme transport and metabolism	1.909590428133923	2.2267900877780247	1755	0.7435897435897436
VNG_1083G	isochorismate synthase	Coenzyme transport and metabolism	2.328953660917586	2.2703113598032583	1326	0.7368024132730016
VNG_1084G	YuiH family molybdopterin-binding domainprotein	Energy production and conversion	2.6325010580210835	2.688317449739049	597	0.6666666666666666
VNG_1085H	uncharacterized protein	Defense mechanisms	4.333724229208362	3.8669065733251045	219	0.6073059360730594
VNG_1086C	UPF0058 family protein	General function prediction only	4.046098920484711	2.5446770400513437	279	0.5985663082437276
VNG_1087C	uncharacterized protein	Function unknown	3.2022090313523757	2.989995804667237	1944	0.6939300411522634
VNG_1088C	HTH domain protein	Transcription	4.201565345686346	3.905098707009776	303	0.5643564356435643
VNG_1089G	adenylosuccinate synthase	Nucleotide transport and metabolism	3.546051998072479	4.186972717996654	1323	0.6923658352229781
VNG_1090H	methyltransferase activator Trm112	Translation, ribosomal structure and biogenesis	3.5895149297960685	3.160637838468756	204	0.6421568627450981
VNG_1092C	uncharacterized protein	Function unknown	3.4439714496277483	3.3897485596972996	1101	0.6930063578564941
VNG_1093C	sirohydrochlorin cobaltochelatase	Coenzyme transport and metabolism	3.4879982994950853	3.550166788757412	879	0.6609783845278726
VNG_1094H	LppX domain protein	Cell wall/membrane/envelope biogenesis	2.70295585157334	1.9537283624688333	1185	0.7037974683544304
VNG_1095H	uncharacterized protein	Function unknown	NA	NA	300	0.6333333333333333
VNG_1096H	ArsR family transcription regulator	Transcription	NA	NA	345	0.6289855072463768
VNG_1097G	cysteine--tRNA ligase	Translation, ribosomal structure and biogenesis	2.826002232028564	3.1288333300914806	1485	0.7037037037037037
VNG_1099C	YcgG family protein	Function unknown	2.937412172506651	2.5644903162680945	837	0.7037037037037037
VNG_1100C	isochorismatase family protein	Secondary metabolites biosynthesis, transport and catabolism	NA	NA	552	0.7282608695652174
VNG_1101C	DUF112 family protein	General function prediction only	1.5410802777151624	2.232946514526878	1245	0.7365461847389558
VNG_1103G	50S ribosomal protein L12	Translation, ribosomal structure and biogenesis	4.363815024731693	3.1739174886608224	345	0.7014492753623188
VNG_1104G	50S ribosomal protein L10	Translation, ribosomal structure and biogenesis	4.61606566230085	4.300921725240394	1059	0.6827195467422096
VNG_1105G	50S ribosomal protein L1	Translation, ribosomal structure and biogenesis	4.836115733759431	4.395600408817192	639	0.6416275430359938
VNG_1108G	50S ribosomal protein L11	Translation, ribosomal structure and biogenesis	4.294420873959275	3.6487624036351076	492	0.6646341463414634
VNG_1110C	uncharacterized protein	Function unknown	3.1290084468486787	2.3610351097605244	207	0.642512077294686
VNG_1111G	GTP-binding protein Drg	Translation, ribosomal structure and biogenesis	2.8931388334001364	2.8180198573993493	1113	0.6594788858939802
VNG_1112H	TIGR04206 family protein	Function unknown	NA	NA	411	0.7420924574209246
VNG_1114G	glyoxalase domain protein	Amino acid transport and metabolism	3.127316682106534	3.796377820724047	786	0.6730279898218829
VNG_1115H	UPF0066 family protein	Translation, ribosomal structure and biogenesis	NA	NA	375	0.6986666666666667
VNG_1117C	tRNA (guanine(37)-N(1))-methyltransferase	Translation, ribosomal structure and biogenesis	2.6708860552783653	2.026704857069096	984	0.7154471544715447
VNG_1118G	diphthine synthase	Translation, ribosomal structure and biogenesis	2.291867410426384	2.7309364125172184	783	0.735632183908046
VNG_1119H	uncharacterized protein	Function unknown	NA	NA	225	0.6933333333333334
VNG_1120H	START domain protein	General function prediction only	2.8489411560789994	2.652055226640449	477	0.6834381551362684
VNG_1121G	pyridoxal phosphate-dependent aminotransferase	Amino acid transport and metabolism	NA	NA	1149	0.70147954743255
VNG_1123G	Lrp/AsnC family transcription regulator LrpA1	Function unknown	3.3408142416722177	2.6659459955865374	429	0.6386946386946387
VNG_1125G	pyruvate--ferredoxin oxidoreductase betasubunit	Energy production and conversion	4.36854250393659	3.8775826051371647	939	0.650692225772098
VNG_1128G	pyruvate--ferredoxin oxidoreductase alphasubunit	Energy production and conversion	4.379951894302742	4.446690505902031	1887	0.6783253842077371
VNG_1130H	uncharacterized protein	Function unknown	2.6715253646298334	2.4310063963288826	225	0.6444444444444445
VNG_1131G	Fe-S cluster carrier protein ApbC	Cell cycle control, cell division, chromosome partitioning	2.681623571184085	3.1223492901381182	1032	0.6812015503875969
VNG_1132G	30S ribosomal protein S13	Translation, ribosomal structure and biogenesis	4.4439096248910674	4.236480974071076	516	0.6298449612403101
VNG_1133G	30S ribosomal protein S4	Translation, ribosomal structure and biogenesis	4.449962920074017	4.3738949156081475	513	0.6666666666666666
VNG_1134G	30S ribosomal protein S11	Translation, ribosomal structure and biogenesis	4.456781843008038	3.9423397369667383	384	0.6770833333333334
VNG_1136G	DNA-directed RNA polymerase subunit D	Transcription	4.470705298492956	3.7585819901355246	747	0.642570281124498
VNG_1137G	50S ribosomal protein L18e	Translation, ribosomal structure and biogenesis	4.577930187559524	4.112106464520357	354	0.6214689265536724
VNG_1138G	50S ribosomal protein L13	Translation, ribosomal structure and biogenesis	4.3393843777974945	4.09526256801044	438	0.6689497716894978
VNG_1139G	30S ribosomal protein S9	Function unknown	3.9999798969746303	4.140952604360198	399	0.681704260651629
VNG_1140G	DNA-directed RNA polymerase subunit N	Transcription	4.6346706571585194	3.7231140336022737	201	0.6368159203980099
VNG_1141G	DNA-directed RNA polymerase subunit K	Transcription	4.410525563787553	2.61332851638927	183	0.6612021857923497
VNG_1142G	enolase	Carbohydrate transport and metabolism	4.052794750197542	3.589240769831892	1197	0.6925647451963242
VNG_1143G	30S ribosomal protein S2	Translation, ribosomal structure and biogenesis	4.3852174498676595	4.6055190196953495	750	0.6706666666666666
VNG_1144H	glyoxalase domain protein	Nucleotide transport and metabolism	2.200655495614334	2.585958667384733	816	0.6936274509803921
VNG_1145G	mevalonate kinase	Lipid transport and metabolism	2.040080512071716	2.858380879387985	993	0.730110775427996
VNG_1148G	isopentenyl phosphate kinase	Lipid transport and metabolism	2.2280745791672643	2.3481950118803647	738	0.7235772357723578
VNG_1149C	ribonuclease J	Function unknown	3.6616825604301875	4.059282708452082	1347	0.643652561247216
VNG_1150G	bifunctional short chain isoprenyl diphosphatesynthase	Coenzyme transport and metabolism	3.478374352068799	3.2202309265586777	1044	0.6800766283524904
VNG_1151H	uncharacterized protein	Function unknown	NA	NA	222	0.6396396396396397
VNG_1153G	glutamate--tRNA(Glu/Gln) ligase	Translation, ribosomal structure and biogenesis	2.738940385586589	3.4671782317556685	1761	0.6893810335036911
VNG_1154H	DUF456 family protein	Function unknown	NA	NA	474	0.7341772151898734
VNG_1156G	tRNA(Met) cytidine acetyltransferase TmcA	Translation, ribosomal structure and biogenesis	1.372215516800023	NA	2232	0.7517921146953405
VNG_1157G	50S ribosomal protein L8e	Translation, ribosomal structure and biogenesis	4.739015346538797	4.827877926500839	363	0.6308539944903582
VNG_1158G	30S ribosomal protein S28e	Translation, ribosomal structure and biogenesis	4.35780061026678	3.658851686108976	225	0.6444444444444445
VNG_1159G	50S ribosomal protein L24e	Translation, ribosomal structure and biogenesis	4.3942342737239954	3.040728702043254	189	0.6137566137566137
VNG_1160G	nucleoside-diphosphate kinase	Nucleotide transport and metabolism	4.4051803243886285	4.206178670775817	486	0.6666666666666666
VNG_1162H	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase (methionine synthase II)	Amino acid transport and metabolism	1.6277791503123948	1.8353507777454119	948	0.7331223628691983
VNG_1163G	release factor glutamine methyltransferase PrmC	Translation, ribosomal structure and biogenesis	2.052082015873636	2.2406607338710742	576	0.7048611111111112
VNG_1164C	mechanosensitive channel protein MscS	Cell wall/membrane/envelope biogenesis	2.2245716995096054	NA	1077	0.6759517177344475
VNG_1165G	ribosome biogenesis protein KsgA, 16SrRNA-methylating	Translation, ribosomal structure and biogenesis	2.3702052314183235	2.8434222295408342	849	0.6996466431095406
VNG_1168C	putative tRNA-specific adenosine deaminase	Translation, ribosomal structure and biogenesis	2.9755309773650955	3.5988474607433134	594	0.6464646464646465
VNG_1169C	DNA-directed RNA polymerase subunit F	Transcription	3.7366674344936968	4.12827631015624	360	0.6416666666666667
VNG_1170G	50S ribosomal protein L21e	Translation, ribosomal structure and biogenesis	4.072117117829258	4.0256453004914325	300	0.65
VNG_1172G	cystathionine synthase/lyase (cystathionine gamma-synthase, cystathionine gamma-lyase, cystathioninebeta-lyase)	Amino acid transport and metabolism	2.8793190930464925	3.5742969896185306	1182	0.6852791878172588
VNG_1173a	small CPxCG-related zinc finger protein	Function unknown	4.004243088322662	3.8295863946482624	174	0.6206896551724138
VNG_1173G	translation elongation factor aEF-1 beta	Translation, ribosomal structure and biogenesis	NA	NA	267	0.6741573033707865
VNG_1174G	rRNA/tRNA 2'-O-methyltransferase complex proteinNop5	Translation, ribosomal structure and biogenesis	2.0740481314680457	2.706477481560265	834	0.7398081534772182
VNG_1175G	sensor box histidine kinase	Signal transduction mechanisms	1.1057151340347688	1.5949657806080018	1827	0.7000547345374931
VNG_1176G	fibrillarin-like rRNA/tRNA2'-O-methyltransferase	Translation, ribosomal structure and biogenesis	2.1993186121429606	2.559474140808757	633	0.721958925750395
VNG_1178H	uncharacterized protein	Function unknown	NA	NA	231	0.7229437229437229
VNG_1179C	Lrp/AsnC family transcription regulator	Transcription	1.9120280616666627	2.483100532072719	591	0.7072758037225042
VNG_1180G	peptide methionine sulfoxide reductase MsrA(S-form specific)	Posttranslational modification, protein turnover, chaperones	2.5469392644548496	2.277478425134924	534	0.6629213483146067
VNG_1181G	archaellin ArlX	Cell motility	NA	NA	624	0.655448717948718
VNG_1182H	FMN-binding domain protein	Defense mechanisms	2.082738194918682	NA	489	0.6952965235173824
VNG_1183H	TIGR04031 family protein	Secondary metabolites biosynthesis, transport and catabolism	NA	NA	252	0.6944444444444444
VNG_1184G	Fe-coproporphyrin synthase AhbC	Function unknown	NA	NA	1206	0.6840796019900498
VNG_1185G	coproheme decarboxylase AhbD	General function prediction only	NA	NA	1071	0.7105508870214753
VNG_1187G	probable copper-containing oxidoreductase	Secondary metabolites biosynthesis, transport and catabolism	2.3925252007666025	1.5556357250777089	1140	0.6631578947368421
